Time_s,Average_Actual_Position_rad,Standard_Deviation_Actual_Position_rad,Average_Desired_Position_rad,Standard_Deviation_Desired_Position_rad,Average_Position_Error_rad,Standard_Deviation_Position_Error_rad,Average_Total_Torque_Nm,Standard_Deviation_Total_Torque_Nm,Average_Desired_Jerk_rad_per_s3,Standard_Deviation_Desired_Jerk_rad_per_s3,Average_Jerk_rad_per_s3,Standard_Deviation_Jerk_rad_per_s3
0.0,-0.05761005498452826,0.00829192028095899,0.003348956902693222,0.003172866549533321,0.060959011887221436,0.007270308398899229,0.30479563451602365,0.03635236707781574,18346.13043433581,17382.62418540262,586.1961502099911,298.4764700476083
0.0097815454841865,-0.0575774885317388,0.008333449197082982,0.016185960078243838,0.015334666189659653,0.07376344860998262,0.013311559112350315,0.36881827819376234,0.06655763164950065,14467.001577064346,13709.375861845187,814.1613197361102,622.1812069323149
0.019563090968373,-0.05744722272058101,0.008401387426172819,0.04023336679278348,0.038117083874222274,0.09768058951336446,0.03463489888959013,0.4884043507618179,0.17317346018174024,-2078.0393494958835,1964.9799911764949,749.0284141572656,734.7326644904242
0.029344636452559504,-0.05702385883431823,0.008391092726668378,0.07345383872449102,0.06959079666548008,0.13047769755880922,0.06562456756921829,0.6523896103500427,0.3281210311066873,-13986.490273384605,13245.965953355193,293.09807510505124,787.6774090089093
0.039126181936746,-0.056274830420160994,0.0083983571691126,0.11400558533791615,0.10801181287052838,0.17028041575807715,0.10375284852811541,0.8514008682088242,0.5187613322794957,-12506.285518599636,11844.231600421233,749.0284141572346,1190.7926913711954
0.0489077274209325,-0.05523270393089874,0.008549794842592408,0.16023755031638834,0.15181624293841064,0.21547025424728705,0.1472394629316111,1.0773445519720264,0.7361927424986188,-11097.079934215353,10508.72650258958,1172.3923004200044,1386.2755178117536
0.05868927290511901,-0.05379978000816318,0.008922019428469347,0.21067912226470664,0.19961147894464368,0.2644789022728698,0.19443169267827168,1.3223784011277229,0.9721514647840143,-9759.457015839733,9242.359769926406,-553.6296974206193,1201.4328970682611
0.06847081838930551,-0.0514549954073231,0.009572986211020458,0.26403080933533607,0.2501671679900125,0.3154858047426592,0.24382123027813032,1.5773967745001574,1.2190936996657602,-8498.694793729126,8050.404100481526,-2181.9523368928426,2288.242356931747
0.078252363873492,-0.048849679184167515,0.010325363210303718,0.31915689763893956,0.3024076862485523,0.36800657682310706,0.29497609833366245,1.8399766055094764,1.4748587889750961,-7323.562027950901,6939.290363275828,-781.5948669465979,805.6495482155325
0.0880339093576785,-0.04624436296101192,0.010931079175029319,0.3750741587654945,0.35540151822349,0.42131852172650647,0.34709807410069055,2.106504454753985,1.7354567565414747,-6234.274806424194,5907.995096773236,553.6296974205665,869.591371343916
0.097815454841865,-0.043606480285066855,0.011821981216105826,0.43094021666688587,0.40835034133382336,0.47454669695195273,0.3991399456692539,2.3726077539849904,1.9956520122478274,-5229.805147471122,4956.209058038995,-390.79743347343646,923.4183089038811
0.1075970003260515,-0.04038240145891179,0.012467125509419837,0.48604403657891276,0.46058031457009624,0.5264264380378245,0.4504618638405201,2.6319629793659955,2.2522447740877802,-4312.305421759818,4088.4709250331457,-488.4967918416355,893.6509984369018
0.11737854581023802,-0.03751655361344065,0.013002459607641547,0.5397948045421213,0.5115317849593594,0.5773113581555619,0.5009254701935638,2.8863391856913196,2.504545709202577,-3481.1517554085513,3304.021640210834,293.0980751051064,1385.1274633557548
0.12716009129442452,-0.03425990833449615,0.013619008653678355,0.5917106376281198,0.5607477459908261,0.6259705459626158,0.5494979199802094,3.1295858661841076,2.7473921543635336,-2734.021351670654,2596.9111305311585,325.6645278943975,736.8947074114536
0.13694163677861101,-0.03106839596113052,0.014209128128085835,0.6414083558428861,0.6078640091171512,0.6724767518040166,0.5959992537566355,3.3620682872784684,2.979885042970783,-2067.971953238555,1964.5196745858186,32.566452789364725,1767.3115119470735
0.1467231822627975,-0.0275837855126599,0.014674177657921821,0.688592810157707,0.6526002924613774,0.7161765956703667,0.6401379877502062,3.5805211440811977,3.200568861654302,-1476.4930710261162,1405.3244943146433,-586.1961502099372,1695.958806646697
0.156504727746984,-0.023936342800242084,0.014824033247795456,0.7330468492175095,0.6947506396451267,0.7569831920177515,0.6823064754062163,3.7845095597559957,3.4114065259083186,-953.7009890075823,913.8014923303245,-586.196150209987,1891.098890341889
0.1662862732311705,-0.020321466540613665,0.015427839288233847,0.7746225822144357,0.7341740153753818,0.7949440487550494,0.7213368568448831,3.9742716730204037,3.606558434830761,-501.1449070783421,485.82103026197103,162.83226394713233,2313.135331009293
0.176067818715357,-0.016706590280985267,0.015667984093760128,0.8132337915949653,0.7707869985379544,0.8299403818759507,0.7577974490563191,4.149214618261305,3.7888650151884904,-120.06424397117989,121.2540700922561,390.7974334733761,1144.9319959050479
0.1858493641995435,-0.01305914756856745,0.01588004488000607,0.8488462528092985,0.8045558759879968,0.8619054003778658,0.7912261106209014,4.30900451722728,3.9560143907525918,199.77143969295386,192.03875687195247,-97.69935836823606,2598.9988136534093
0.19563090968373,-0.009216306139412933,0.015918067708642084,0.8814680380681756,0.8354881004361563,0.8906843442075886,0.8221045591525378,4.426235344356375,4.0730544733378995,472.2736509040576,450.8909487993781,-260.5316223156285,1031.899289018366
0.2054124551679165,-0.0054060311630478655,0.016184970055244077,0.911143757698324,0.8636263771048442,0.9165497888613717,0.8500340506980074,4.50154580777678,4.1385918079135156,703.6821057109191,666.7283901965681,293.09807510489486,1998.2643806654576
0.215194000652103,-0.001563189733893334,0.016327976342328944,0.9379493600768329,0.889043014924249,0.9395125498107264,0.8753757513441314,4.567321166626939,4.199746955258422,893.6854386102815,842.5988656941303,-97.69935836824214,864.6991166513104
0.2249755461362895,0.002377351053629466,0.016434962975344303,0.9619873705324166,0.9118347636519382,0.9596100194787871,0.8977582287288867,4.626152660059778,4.2575770418008725,1042.866562051413,978.4042997671338,-846.7277725254656,1660.5697826188548
0.23475709162047603,0.006545857010678433,0.016784112833119008,0.9833814397266485,0.9321181482619986,0.9768355827159699,0.9177180256893175,4.674346988200342,4.3088194942308675,1159.2254339303754,1072.1027415374904,-130.2658111578761,1218.5250864065047
0.24453863710466253,0.010193299723096282,0.016792704358778315,1.002270776750186,0.9500241151187512,0.9920774770270898,0.9354876843582897,4.717702507597855,4.356587540247547,1251.5901864463397,1126.7735880978914,-195.3987167367552,923.4183089039594
0.25432018258884903,0.014264106321776918,0.016822834710758218,1.0188071435796733,0.9656926324952333,1.0045430372578965,0.9511895981669312,4.751637683559753,4.4000803405452205,1319.8471375573017,1151.7488701356515,32.56645278952177,726.0201113617405
0.2641017280730355,0.017911549034194733,0.016885383872269493,1.0331532017855634,0.9792670528038177,1.0152416527513686,0.9646531331481549,4.780892763199336,4.437936602625455,1364.0718243152207,1151.7805008437756,1432.9239227356763,1131.8892205171476
0.27388327355722203,0.02139615948266535,0.017088452867082556,1.0454780618223543,0.990892329364235,1.0240819023396888,0.9762092827293205,4.804857419462356,4.471503440316407,1384.943547671033,1134.7736200790084,-162.8322639472633,1180.056550123014
0.2836648190414085,0.025564665439714297,0.016791188526625034,1.0559544927761053,1.0007111026800812,1.0303898273363907,0.9862938394379783,4.82000545464842,4.502531290212009,1372.5256713938531,1118.7156792284602,-1888.8542617879036,1649.0334576484622
0.293446364525595,0.02937494041607938,0.01689819228922412,1.064758266279006,1.0088585607000962,1.0353833258629266,0.9942548585626784,4.832271947462796,4.527533612945064,1330.368692866615,1108.7839121728944,-32.566452789455546,1222.4354996595125
