time,qd,q,position_error,jerk,jerk_d
0.0,0.0071256449722396,-0.0529530522356376,0.0600786972078772,390.79743347318896,38997.013076980234
0.005,0.0344360597351782,-0.0529530522356376,0.08738911197081581,586.1961502098993,30729.58492280492
0.01,0.0855875429917142,-0.0527576535189009,0.1383451965106151,976.9935836833989,-4481.979054930998
0.015,0.1562375327867403,-0.0523668560854276,0.2086043888721679,1953.9871673667958,-29812.85701546271
0.02,0.2424611629211885,-0.0515852612184809,0.2940464241396694,1563.189733893315,-26652.66108889797
0.025,0.3407376703090564,-0.0502174702013242,0.3909551405103806,-1172.3923004200992,-23635.053598560222
0.03,0.4479336477451998,-0.0474818881670108,0.4954155359122106,-781.594866946713,-20777.24100032087
0.035,0.5612838112132286,-0.0449417048494341,0.6062255160626626,586.1961502099957,-18091.350165158197
0.04,0.6783699438651879,-0.0416199266649107,0.7199898705300986,-2930.9807510499113,-15585.424424196308
0.045,0.7970987144989355,-0.037321154896704,0.8344198693956395,-2149.3858841031815,-13264.289428055099
0.05,0.9156787011159948,-0.0334131805619706,0.9490918816779654,2149.3858841031247,-11129.629022819607
0.055,1.0325969557419814,-0.0302868010941838,1.062883756836165,-1563.1897338936362,-9180.325617991917
0.06,1.146595630069565,-0.0250110357422937,1.1716066658118587,-2735.5820343131227,-7413.079266644989
0.065,1.2566489059195467,-0.0216892575577704,1.278338163477317,1172.3923004201245,-5822.621260268801
0.07,1.361940405107907,-0.0179766819397736,1.3799170870476805,781.5948669464944,-4402.2028627023465
0.075,1.461841485764986,-0.0142641063217769,1.476105592086763,586.1961502100844,-3144.06020863344
0.08,1.5558904049707512,-0.0111377268539902,1.5670281318247414,976.9935836834128,-2039.3851046996824
0.085,1.6437724924155972,-0.0072297525192568,1.651002244934854,586.1961502098944,-1078.6173183814499
0.09,1.7253015694494651,-0.0039079743347334,1.7292095437841986,-390.79743347330094,-251.97483155918962
0.095,1.8004025407666804,0.0003907974334733,1.800011743333207,-1953.987167366577,450.3133963160726
0.1,1.8690952812256671,0.0042987717682067,1.8647965094574603,-390.7974334734125,1038.2053003408146
0.105,1.9314796559866765,0.0082067461029401,1.9232729098837364,1172.3923004199835,1521.7897858463184
0.11,1.987721853695673,0.0115285242874635,1.9761933294082095,-976.993583683174,1910.6038102884668
0.115,2.0380420433759268,0.0158272960556702,2.0222147473202567,390.79743347320345,2213.9530797346415
0.12,2.082703076645329,0.018953675523457,2.063749401121872,3126.379467786476,2442.106634430864
0.125,2.122000306744719,0.0222754537079804,2.0997248530367383,-1172.3923004197861,2604.9333522326233
0.13,2.1562529031543702,0.0269650229096604,2.1292878802447097,-3126.379467786555,2709.139547070554
0.135,2.185796552727484,0.0306775985276572,2.155118954199827,-8.810729923425242e-11,2760.614504633124
0.14,2.2109762665750288,0.0343901741456539,2.1765860924293747,781.5948669465533,2768.0723109187475
0.145,2.2321399208712926,0.037907351046914,2.1942325698243788,390.79743347327076,2739.64524472266
0.15,2.2496337814119385,0.0412291292314374,2.208404652180501,1367.7910171568076,2680.2213275690156
