time,qd,q,tau,position_error,jerk,jerk_d
0.0,0.0016612042312861,-0.0603782034716311,0.3101970385145862,0.0620394077029172,390.7974334732067,9091.335441279407
0.005,0.008028086762193,-0.0603782034716311,0.3420314511691209,0.06840629023382411,195.39871673662128,7163.931180351106
0.01,0.0199530296453523,-0.0601828047548944,0.4006791720012339,0.0801358344002467,390.7974334734198,-1044.9608270065182
0.015,0.0364236402491513,-0.0597920073214211,0.4810782378528622,0.0962156475705724,1367.7910171566937,-6950.365485923687
0.02,0.0565249069442744,-0.0594012098879477,0.5796282838414472,0.11592611683222209,390.79743347330407,-6213.666488580802
0.025,0.0794360213342476,-0.0582288175875277,0.6883166035539858,0.1376648389217753,-781.5948669467073,-5510.185982560961
0.03,0.1044264706421287,-0.0566656278536343,0.8054440681964146,0.161092098495763,781.5948669465809,-4843.909715184413
0.035,0.1308515635289011,-0.0552978368364776,0.9307177601633252,0.1861494003653787,586.1961502100239,-4217.726256542737
0.04,0.1581475347563543,-0.0527576535189009,1.0544783946889498,0.2109051882752552,-1367.791017156589,-3633.5589341098075
0.045,0.1858263571179273,-0.0502174702013242,1.1801442941317728,0.2360438273192515,-1172.3923004199237,-3092.4899067874435
0.05,0.2134703730304084,-0.0470910907335375,1.3026991381351976,0.2605614637639459,1367.7910171566796,-2594.8759843982994
0.055,0.2407268431672165,-0.0443555086992241,1.4252642563134823,0.2850823518664406,1367.7910171565045,-2140.4559663765963
0.06,0.2673024955575035,-0.040838331797964,1.5405079234937855,0.3081408273554675,-1563.1897338933632,-1728.44941819838
0.065,0.2929581456923704,-0.0363441613130206,1.646257950974226,0.329302307005391,-1758.5884506298896,-1357.6469275872041
0.07,0.3175034463712632,-0.0326315856950239,1.7503618777453809,0.3501350320662871,-2540.183317576739,-1026.4846510551488
0.075,0.3407918152751905,-0.0277466177766071,1.842317321928289,0.36853843305179756,-976.9935836833239,-733.039749932931
0.08,0.3627155785441001,-0.0242294408753471,1.9342918038921653,0.3869450194194472,4884.967918416724,-474.6485846390833
0.085,0.3832013672646218,-0.0211030614075603,2.0210351892973506,0.4043044286721821,1563.1897338931908,-248.13258781588866
0.09,0.4022058523260813,-0.0166088909226169,2.09353808269398,0.4188147432486982,-5666.562785363311,-51.41359784331053
0.095,0.4197121530760251,-0.0115285242874635,2.1556265093595077,0.4312406773634886,-2149.385884103283,117.21763838522202
0.1,0.435726135129391,-0.0082067461029401,2.2190533834171475,0.4439328812323311,3126.379467786488,260.3189956886272
0.105,0.4502727591115572,-0.00468956920168,2.274172152432588,0.4549623283132372,1953.9871673666921,378.82452503368677
0.11,0.4633936445924144,-0.00117239230042,2.3221679222193026,0.4645660368928344,-195.39871673647707,475.0578866051628
0.115,0.4751435043669066,0.0025401833175767,2.36233497435293,0.4726033210493299,-586.1961502100156,556.0629702289707
0.12,0.4855872052401851,0.0064481576523101,2.3949981121265767,0.479139047587875,7.423750503221527e-11,622.4087729123821
0.125,0.4947994467286786,0.0099653345535701,2.423459888967648,0.48483411217510847,-390.7974334732824,665.8537143548747
0.13,0.5028628800429322,0.0140687076050402,2.443249353405489,0.488794172437892,-195.3987167368565,690.7936752988785
0.135,0.5098629949697855,0.0175858845063003,2.4606553740325943,0.4922771104634852,586.196150210011,715.3400775584282
0.14,0.5158865227150105,0.021298460124297,2.4722031990680464,0.4945880625907135,-781.5948669465607,742.3987679491856
0.145,0.5210249427655261,0.0252064344590304,2.4783498791664065,0.4958185083064957,-781.5948669468435,753.5565041678287
0.15,0.5253734733339784,0.0287236113602905,2.4825022087179267,0.49664986197368793,976.9935836832182,734.0773030090832
0.155,0.5290276888838498,0.0320453895448139,2.484161994676945,0.49698229933903587,781.5948669469286,699.8839152697637
0.16,0.5320772884040038,0.0355625664460739,2.4818221870772392,0.4965147219579299,-586.1961502098775,678.436905513847
0.165,0.5346053106277655,0.039079743347334,2.476874877134406,0.4955255672804315,-976.9935836836032,656.1521701517813
0.17,0.5366978518403565,0.0425969202485941,2.469750469446787,0.4941009315917624,976.9935836832803,623.9852834627118
0.175,0.5384362449027871,0.0457232997163808,2.4628095540245885,0.4927129451864063,2540.1833175768975,619.853213008742
0.18,0.5398913158131882,0.0488496791841675,2.4544522245213254,0.4910416366290207,-1172.3923004199978,619.4176660910989
0.185,0.5411444769923773,0.0529530522356376,2.440200535786853,0.4881914247567397,-3712.5756179968,548.8240300950046
0.19,0.5422775335355076,0.056861026570371,2.426325443330383,0.48541650696513655,976.9935836833417,434.1504726096438
0.195,0.5433494245626272,0.0595966086046844,2.418006585495652,0.48375281595794284,3126.379467786714,358.415413215667
0.2,0.5444053290374097,0.0629183867892078,2.406676894707936,0.4814869422482019,-390.79743347336824,334.3707188238205
0.205,0.5454852380861465,0.0666309624072045,2.3935133040704275,0.47885427567894195,-1367.7910171567264,306.12446659958397
0.21,0.5466331177321103,0.0701481393084646,2.38166661156098,0.47648497842364573,195.39871673674423,249.91882549549814
0.215,0.5478862882817589,0.0736653162097246,2.3703464148165487,0.4742209720720343,586.1961502101091,216.23701671693084
0.22,0.5492670240862089,0.0771824931109847,2.3596640773434,0.4720845309752242,195.39871673667602,209.820753639107
0.225,0.5508024939749601,0.0808950687289814,2.3487784431058927,0.46990742524597867,-9.521272659185342e-11,171.13426847515984
0.23,0.5525232851164223,0.0846076443469782,2.3388194362501973,0.46791564076944414,-390.7974334734846,115.9024466719685
0.235,0.5544436759193889,0.0885156186817116,2.3288814510129443,0.46592805723767733,-1367.7910171565964,85.43637499975614
0.24,0.556573035091226,0.092423593016445,2.319988321135728,0.46414944207478104,-781.5948669465364,40.025022180215274
0.245,0.5589257365617176,0.0961361686344417,2.3131889071480143,0.46278956792727594,1367.7910171564622,-35.75014705859303
0.25,0.5615017103856195,0.0992625481022285,2.3104368443284398,0.46223916228339096,976.993583683218,-80.80286292106098
0.255,0.5642887009241263,0.1029751237202252,2.3058088912508703,0.4613135772039011,390.79743347364905,-62.51177719029488
0.26,0.5672735608525442,0.1064923006214852,2.303147284242563,0.46078126023105903,781.5948669468221,-18.85768206641103
0.265,0.5704517661436939,0.1100094775227453,2.301452408476734,0.46044228862094855,-1758.5884506302177,-0.5256314486239262
0.27,0.5738260747148098,0.1145036480076887,2.295851934575543,0.45932242670712115,-1367.7910171567648,-12.67456575881522
0.275,0.577396074538354,0.1180208249089488,2.2961151177213206,0.4593752496294051,1563.1897338935319,-40.573464952582526
0.28,0.5811587263409679,0.1215380018102088,2.297341747055576,0.4596207245307591,390.7974334733851,-81.0621030836221
0.285,0.5851089515423477,0.1256413748616789,2.296575411667113,0.45946757668066873,-976.9935836835796,-94.76561118241511
0.29,0.5892309422660656,0.129158551762939,2.2995990038689933,0.46007239050312665,-586.1961502101532,-58.10104848592482
0.295,0.5935093350525915,0.1332619248144091,2.300473721015945,0.4602474102381824,390.79743347342026,-62.965322249014775
0.3,0.5979479568789208,0.1363883042821958,2.307034627585996,0.46155965259672493,1172.392300420079,-149.24741418603685
0.305,0.6025391240205995,0.1402962786169292,2.310451497602425,0.46224284540367033,195.39871673671723,-181.87456668527898
0.31,0.6072468048572842,0.1436180568014526,2.3173817356485937,0.46362874805583165,-2149.3858841032443,-113.35802543797365
0.315,0.6120490710321855,0.1479168285696593,2.319898637350524,0.46413224246252627,-781.5948669467666,-73.98170099349949
0.32,0.6169456116344707,0.1510432080374461,2.328748986757782,0.4659024035970246,2344.784600839963,-116.77877943995429
0.325,0.6219258180619117,0.1539741887884961,2.3389947501275503,0.4679516292734156,1758.5884506301284,-162.15034680051573
0.33,0.6269703955094867,0.1578821631232295,2.344677473682008,0.46908823238625724,976.9935836832921,-122.3776047316959
0.335,0.6320525863303381,0.1608131438742796,2.355433290423216,0.47123944245605853,-1953.9871673667121,-1.1479044074718558
0.34,0.6371590061355319,0.165893510509433,2.3555633693871774,0.4712654956260989,-3517.1769012600853,71.00144973065916
0.345,0.6423069982327327,0.1694106874106931,2.363717295857889,0.47289631082203964,586.196150209871,23.21102081914495
0.35,0.6475102956081986,0.1731232630286898,2.371170785038041,0.4743870325795088,3907.974334733538,-19.93065284516146
0.355,0.6527600552188266,0.1762496424964765,2.3817875900664927,0.4765104127223501,1367.7910171568515,28.077080576665026
0.36,0.658047474948306,0.1801576168312099,2.388684740491619,0.47788985811709606,-4103.373051470201,40.76931397193414
0.365,0.6633918266357747,0.1852379834663634,2.390004604514312,0.4781538431694113,-1172.392300420204,-42.42584033946312
0.37,0.6687986212364306,0.1883643629341501,2.401406631187552,0.48043425830228054,3126.3794677867495,-75.71385170777339
0.375,0.6742430817975484,0.1922723372688835,2.4090901732864207,0.48197074452866495,195.39871673682524,-28.226891646453083
