file,optimizer,labels,mean,median,sigma,max,q25,q75,lower_median_q,upper_median_q,lower_mean_q,upper_mean_q
EMG_MoCap_jerk_stats_EMG_Optimizer_ExoTestReal1.csv,EMG_Optimizer,Integrator 6,1220.897170822128,8.340489798808193,48200.66165694702,3051920.1828975715,0.0683051393224332,78.03486695001905,8.27218465948576,69.69437715121086,1220.8288656828058,-1142.8623038721091
EMG_MoCap_jerk_stats_None_ExoTestReal1.csv,None,EMG to $q_d$,6079.980298066148,116.031594110666,131880.81023644973,6319969.539591019,0.0,322.8084954343125,116.031594110666,206.77690132364648,6079.980298066148,-5757.171802631836
EMG_MoCap_jerk_stats_optimizer_1_ExoTestReal1.csv,optimizer_1,Integrator 1,91.49020223460673,7.696692838621288,334.1064814723362,19049.91157503088,0.3202584274164533,92.01177741946508,7.376434411204835,84.3150845808438,91.16994380719026,0.5215751848583778
EMG_MoCap_jerk_stats_optimizer_2_ExoTestReal1.csv,optimizer_2,Integrator 2,70.66586073777644,11.521241738421397,524.9363600102091,34786.42469689763,1.1594071865766995,57.60281440725379,10.361834551844694,46.08157266883239,69.50645355119974,-13.063046330522653
EMG_MoCap_jerk_stats_optimizer_4_ExoTestReal1.csv,optimizer_4,Integrator 3,91.62624050560376,7.71837604940373,306.3026681348698,14280.420294110474,0.3187390351655494,92.12032686667372,7.399637014238181,84.40195081726998,91.30750147043824,0.4940863610699324
EMG_MoCap_jerk_stats_optimizer_5_pd_ExoTestReal1.csv,optimizer_5_pd,Integrator 4,145.763506090429,0.086094464890607,2131.102816964209,102860.371236968,0.0,1.5252094032192076,0.086094464890607,1.4391149383286006,145.763506090429,-144.23829668720978
EMG_MoCap_jerk_stats_optimizer_6_ExoTestReal1.csv,optimizer_6,Integrator 5,243.713473783886,0.2110209784689232,12032.332285763308,1573350.6433040225,0.0,20.014126064782367,0.2110209784689232,19.803105086313444,243.713473783886,-223.6993477191036
EMG_MoCap_jerk_stats_pDMP coupled_ExoTestReal1.csv,pDMP coupled,pDMP coupling term,10.648689061415444,6.9857586382227055,15.44851110934534,72.43817556901178,2.292217096688809,15.84663908427153,4.693541541533897,8.860880446048824,8.356471964726635,5.1979500228560855
EMG_MoCap_jerk_stats_pDMP omega_ExoTestReal1.csv,pDMP omega,pDMP omega,16.5367635228258,8.763620579221865,31.258605319956946,890.9246655974812,3.389784855589717,20.14086314394703,5.373835723632148,11.377242564725163,13.146978667236084,3.604099621121229
EMG_MoCap_jerk_stats_pDMP_ExoTestReal1.csv,pDMP,pDMP Weight update,16.851289877742744,13.174749735611613,22.971594564777597,78.80250363356822,4.619024718266473,23.62463513705393,8.55572501734514,10.449885401442316,12.23226515947627,6.773345259311185
