Optimizer 6,EMG to q_d,Optimizer 1,Optimizer 2,Optimizer 3,Optimizer 4,Optimizer 5,pDMP coupled,pDMP omega,pDMP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.14419089921182,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.08020430541057,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.016620500522663,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.953432379120727,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.89063372395583,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.82821720755601,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.76617483631549,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.70450017094072,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64318699418277,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.582227534480467,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.52161424231724,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.46134067839955,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.40139973730004,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.341784091546742,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.282487079801516,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.223501374592388,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16481964844741,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.106435462073023,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.048341932086487,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.990531286926625,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.932996643210686,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.875731561645125,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.818728936802586,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.761981885300315,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.705482857621746,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.64922519242873,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.59320311656154,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.537408858459003,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48183531269376,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.42647648406148,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.371325267134807,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.316374778530985,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.261618801001077,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.207050673206936,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15266351176581,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.098450877384153,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.044406330768425,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.990523432625082,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.936795743660582,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.883216824581382,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.829780458138544,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77648042708313,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7233105141662,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67026450213882,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.617336395796656,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.564519977890768,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.511808809127615,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.459197560436678,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.406680680702834,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.354251508587936,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.301904715021465,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.249634748888298,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.197435392939497,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14530154014915,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.093227417357525,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.041207473449504,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.98923660139917,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.937309472136008,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.885420978634102,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.83356512568912,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.781736806275148,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.729932245633904,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.678145892650264,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.626371752119894,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.574605827239909,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.522843677118203,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.47107975063966,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.41930960691218,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.367529249132872,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.31573379232043,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.263918573538149,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.212079373938536,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.160211752629491,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.108311712808131,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.05637525767156,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.00439816837229,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95237600401822,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.90030476780646,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.848181573157149,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.796002423267396,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7437626552005,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.691459160331988,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.639088830037394,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.586647445469223,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.534131898003013,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.481539079014285,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.428864991700152,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.376107193569965,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.323262575999252,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.270327364229727,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.217299115770745,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.164174721997824,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.110951296331107,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.057626396279945,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.004197135264462,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.950661070794013,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.89701531628873,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.843257207213355,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.789384745166444,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.735395709701947,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.681287880373816,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.627058814691395,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.572706070164031,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.518227870434885,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.463622439147116,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.408887555854676,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.354021888289935,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.29902343805145,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24388954060396,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.188619307769043,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.133211851368287,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.077665395044846,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.021977940397278,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.966147711068745,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.910173596836216,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.854055153610489,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79779149321314,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.74138039519812,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.684820527297802,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.628111889512184,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.571253593662846,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.514243863392949,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.457082254613283,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.399768767323849,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.342301847212411,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.284680606100553,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.226905266032873,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.168975604964771,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.110890512673222,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.052648878935202,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.994251147839918,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.935697541431978,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.876987393577563,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81812026018747,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.759096141261692,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69991525884484,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6405771688477,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58108231535948,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.521430920424793,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46162209586521,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.40165695190376,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.341535932629654,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.281258371909075,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.220825602009654,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1602380670206,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0994951008081,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.038597369505965,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.977546205381827,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.916342496614106,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.854986021158195,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.793477001058704,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.731817212672468,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.670007544177906,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.60804799557502,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.545939232997624,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.48368258871335,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.421279617034427,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.358730317960864,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29603557967107,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.233197844655706,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.170217334959377,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.107094716715892,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.043831766282096,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.980429149791805,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.916888421557246,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85321113589066,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78939840301507,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.725451999287316,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.661372812885816,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.597161954033597,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.532820977042888,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46835143622593,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.403755774073376,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.339034656719036,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.274188972341337,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.20922182956474,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14413456065688,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.078928053796176,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.013604307384073,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9481648757328,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.882611757243808,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.816947172363143,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.751172453358436,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.685288932497315,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.619299052270435,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.553205033123845,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.487008207325175,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.420710795320474,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.354314573466581,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.287820874031127,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.221232361549369,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.154551256467357,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.087779779231141,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.020919484152955,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953971481455824,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886939323853426,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.819825453836415,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.752630315494002,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.685356129272236,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.618006447884795,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.550583491777729,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.483088149129458,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.415522862430635,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.347890518261124,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.280192670933161,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.212431540892794,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.144610014719888,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.076730090815886,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.008793323493023,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.940802599331164,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.872760582865567,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.804668606363862,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.736529334361308,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.668345653437768,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.600118895860874,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.531851282076673,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4635463647988445,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.395205920384228,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3268312811004535,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.258425777616594,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.189991408334095,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.121530171654399,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0530453982465815,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9845381983336665,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.916010792361703,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.847466955088976,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.778908240827718,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.710336203890165,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.641753508811576,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.573162598082604,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.504565914193904,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43596589963613,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.367364330766122,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.298763428029929,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2301656339182045,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1615727247877885,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.092987587218545,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.024412441656523,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.955848398324747,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.887298787892291,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81876605284981,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.750250637286513,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.681755427782264,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.613283755006137,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.544836729181156,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.476415904619557,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4080237238119935,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.339662185159909,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.271333509109354,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.203039916106377,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1347829604632125,0.0
