Timestamp,Elbow_Angle_Rad,Elbow_Flexion_Rad
1776433086.627,2.555208797778487,33.59732011259564
1776433086.6320002,2.555238762004797,33.59560328889171
1776433086.637,2.555554798922346,33.57749570734583
1776433086.6420002,2.5553438069389074,33.58958465750797
1776433086.647,2.555402074195117,33.58624618964333
1776433086.6520002,2.5554311661650937,33.584579342545965
1776433086.657,2.553239786185495,33.710136166686425
1776433086.6620002,2.5532300787673097,33.71069236077841
1776433086.667,2.5531964757052608,33.71261767441254
1776433086.6720002,2.553261356439415,33.7089002821738
1776433086.677,2.5533321568623712,33.704843716750645
1776433086.6820002,2.5532253050563396,33.71096587426962
1776433086.687,2.5531758045070565,33.71380204682711
1776433086.6920002,2.553234515863623,33.710438133886356
1776433086.697,2.5533221233248424,33.705418596104636
1776433086.7020001,2.553305757882055,33.706356266906226
1776433086.707,2.5534489679904073,33.69815093211403
1776433086.7120001,2.553699145746935,33.68381680253694
1776433086.717,2.553812253335937,33.677336215056215
1776433086.7220001,2.553806838316171,33.677646472834795
1776433086.727,2.5537560033128135,33.68055910397871
1776433086.732,2.5538647443891422,33.674328699245365
1776433086.737,2.5540680351165177,33.66268099855262
1776433086.742,2.5539102056687373,33.6717239597933
1776433086.747,2.5540419179837173,33.664177400035044
1776433086.752,2.5540674847624305,33.66271253151905
1776433086.7570002,2.5537627288588682,33.68017375857485
1776433086.762,2.553961162510704,33.66880434781129
1776433086.7670002,2.5556929117302607,33.56958242635562
1776433086.772,2.556001596098037,33.55189611488038
1776433086.7770002,2.555622353553322,33.57362511210437
1776433086.782,2.55566080954864,33.571421745875625
1776433086.7870002,2.555677707362101,33.57045357248134
1776433086.792,2.5556173832288165,33.573909890721325
1776433086.7970002,2.5556987581280874,33.56924745243478
1776433086.802,2.555474005870501,33.58212480823053
1776433086.8070002,2.555583709410315,33.575839258401544
1776433086.812,2.555334144706499,33.59013826264564
1776433086.8170002,2.5556288359737547,33.573253696772525
1776433086.822,2.5558390900693877,33.56120702446742
1776433086.8270001,2.556102471063232,33.54611640511618
1776433086.832,2.556369022856896,33.53084411231757
1776433086.8370001,2.5564476072353832,33.52634155909462
1776433086.842,2.5563773384808113,33.53036766216323
1776433086.8470001,2.5564810050066296,33.52442800775705
1776433086.852,2.5566633769062928,33.51397886760455
1776433086.857,2.5567081384918247,33.511414217669284
1776433086.862,2.5566964849068947,33.51208191890194
1776433086.867,2.5569375889132084,33.49826767691647
1776433086.872,2.5568966564552285,33.50061293400384
1776433086.877,2.556986748653877,33.49545103125422
1776433086.8820002,2.5568198328199117,33.50501460407435
1776433086.887,2.557122900410838,33.487650110207056
1776433086.8920002,2.5571642201322238,33.485282664561
1776433086.897,2.5571600428014047,33.48552200798656
1776433086.9020002,2.55721188845651,33.48255147076296
1776433086.907,2.5573476086462756,33.47477527669466
1776433086.9120002,2.557669663100894,33.45632291567162
1776433086.917,2.5577549656822876,33.45143543777621
1776433086.9220002,2.5581534885971733,33.428601756714016
1776433086.927,2.5585516933579213,33.405786304541124
1776433086.9320002,2.55880560152839,33.39123843798936
1776433086.937,2.559151355033336,33.37142822140413
