time,qd,q,tau,position_error,jerk,jerk_d
0.0,0.00039863,0.0,2.01573190162336,0.00039863,1172.3923004200017,2171.200000000003
0.005,0.00192609,0.0,0.752091141933188,0.00192609,1.8189894035458565e-12,1703.7800000000007
0.01,0.00478496,0.00117239230042,0.2828067117634285,0.0036125676995800004,-2344.7846008399024,-268.6600000000053
0.015,0.00872943,0.00293098075105,0.1166040446223874,0.00579844924895,-1563.189733893201,-1680.4799999999996
0.02,0.01353789,0.00468956920168,0.05335094173517,0.00884832079832,195.398716736501,-1501.1399999999978
0.025,0.01901253,0.0064481576523101,0.0634645266726171,0.012564372347689898,-1758.5884506302045,-1334.6300000000083
0.03,0.02497694,0.0089883409698868,0.0303287477273558,0.0159885990301132,-1367.7910171565004,-1176.2999999999906
0.035,0.03127425,0.0107469294205168,0.0159928099384905,0.020527320579483203,1367.7910171567032,-1023.4099999999952
0.04,0.03776748,0.0123101191544102,0.0079251677543921,0.025457360845589798,-195.39871673690118,-877.5400000000166
0.045,0.04433829,0.0144595050385136,0.0037628070612792,0.029878784961486403,-586.1961502098952,-741.2499999999923
0.05,0.0508861,0.0160226947724069,0.0017934157449283,0.0348634052275931,1172.3923004201984,-617.8800000000008
0.055,0.05732711,0.0173904857895636,0.000727770617229,0.0399366242104364,-976.9935836835155,-507.48000000002264
0.06,0.06359155,0.019539871673667,0.0002692348281431,0.044051678326333,-1172.3923004201024,-407.61999999997863
0.065,0.06962283,0.020712263974087,0.0001545642161006,0.048910566025912997,1367.791017156811,-317.6099999999434
0.07,0.07537635,0.021884656274507,0.0001577350020052,0.05349169372549299,195.39871673669472,-236.550000000017
0.075,0.08081783,0.0232524472916637,0.0002162252068311,0.05756538270833629,-976.9935836833106,-164.37000000006674
0.08,0.08592289,0.0244248395920837,0.0002994852504976,0.0614980504079163,586.1961502100006,-102.11999999999375
0.085,0.09067556,0.0252064344590304,0.0003826842326248,0.0654691255409696,390.79743347320493,-48.089999999981956
0.09,0.0950668,0.0261834280427138,0.0004607151363579,0.06888337195728621,-1172.3923004199976,0.060000000011996235
0.095,0.0990939,0.0271604216263971,0.0004966632806861,0.0719334783736029,-195.39871673670154,41.50000000002774
0.1,0.10275999,0.0275512190598705,0.0005422678366476,0.0752087709401295,781.5948669465946,74.91999999997188
0.105,0.10607291,0.0279420164933438,0.0005770636409915,0.07813089350665621,2.0440893422346562e-10,104.79999999996039
0.11,0.10904396,0.0283328139268171,0.0005969340101216,0.08071114607318289,390.7974334734997,147.11000000000058
0.115,0.11168751,0.0283328139268171,0.0006113523567449,0.08335469607318291,586.1961502098848,209.91000000002032
0.12,0.11402351,0.0285282126435538,0.0007660639406156,0.08549529735644619,-586.1961502101913,265.63000000001375
0.125,0.11608481,0.0287236113602905,0.0040511662636544,0.0873611986397095,-195.3987167366885,305.4500000000021
0.13,0.11790855,0.0287236113602905,0.0042857549082041,0.0891849386397095,976.9935836834859,363.80000000002894
0.135,0.11953044,0.0285282126435538,0.014665298833509,0.0910022273564462,-3.808509063674137e-12,408.6999999999985
0.14,0.12100453,0.0287236113602905,0.0332317183777429,0.0922809186397095,-781.5948669467884,379.4399999999585
0.145,0.1223882,0.0287236113602905,0.0275184926539343,0.0936645886397095,390.7974334733931,317.7400000000049
0.15,0.12372015,0.0285282126435538,0.0376732682043816,0.0951919373564462,781.5948669467884,269.89999999997934
0.155,0.12503753,0.0285282126435538,0.047584951475621,0.0965093173564462,0.0,223.51000000000363
0.16,0.12637315,0.0285282126435538,0.0383180820511047,0.09784493735644618,-586.1961502100888,198.9800000000843
0.165,0.12774833,0.0287236113602905,0.0484689321169451,0.09902471863970949,-390.797433473392,205.23999999998333
0.17,0.12918704,0.0287236113602905,0.0555620905325427,0.1004634286397095,390.7974334733997,178.4099999999002
0.175,0.13071958,0.0287236113602905,0.0769771030006251,0.1019959686397095,390.7974334733997,87.65000000000299
0.18,0.13236706,0.0287236113602905,0.0530599659619996,0.1036434486397095,-195.3987167368023,-1.7499999999167244
0.185,0.13412969,0.0289190100770272,0.0501279910290434,0.1052106799229728,-195.39871673680287,-40.49999999997732
0.19,0.13600086,0.0289190100770272,0.0447663836988585,0.1070818499229728,2.0428103653102862e-10,-67.98000000006886
0.195,0.13797691,0.0291144087937638,0.0457251979842806,0.10886250120623621,1.9986234889302053e-10,-118.10000000005721
0.2,0.14004794,0.0291144087937638,0.0291098640811989,0.11093353120623621,-1.0216272272600762e-10,-161.73999999994177
0.205,0.14219326,0.0293098075105005,0.0232908458577455,0.11288345248949949,-9.32809385290064e-11,-176.83999999992147
0.21,0.1443902,0.0293098075105005,0.0183696990999172,0.1150803924894995,-1.0211831380502181e-10,-174.68000000004466
0.215,0.146617,0.0295052062272372,0.012132797066606,0.11711179377276279,195.39871673659414,-159.50000000005446
0.22,0.1488508,0.0295052062272372,0.0101619931166008,0.1193455937727628,2.0872192862952925e-10,-136.68999999994813
0.225,0.15107345,0.0297006049439738,0.0099955020467976,0.12137284505602619,-390.797433473201,-119.91999999999325
0.23,0.15327024,0.0298960036607105,0.0070918185995707,0.1233742363392895,-1.0887514537997595e-10,-100.77000000006193
0.235,0.15542592,0.0298960036607105,0.0066466364812228,0.1255299163392895,195.3987167365064,-63.3299999999617
0.24,0.1575286,0.0300914023774472,0.006706966834944,0.1274371976225528,-9.767742170652118e-11,-20.46999999993841
0.245,0.15957364,0.0300914023774472,0.0095057556641772,0.1294822376225528,-195.3987167365009,5.759999999934706
0.25,0.16156255,0.0302868010941838,0.0108118115365035,0.1312757489058162,-195.39871673649643,27.909999999913964
0.255,0.16349614,0.0302868010941838,0.0093751525234944,0.1332093389058162,195.39871673659857,68.28000000007671
0.26,0.16537785,0.0302868010941838,0.0181778875033691,0.1350910489058162,195.39871673659857,103.12000000007791
0.265,0.16722133,0.0302868010941838,0.0228375264333331,0.1369345289058162,0.0,105.3799999998964
0.27,0.16904278,0.0302868010941838,0.0288829602847101,0.1387559789058162,195.39871673670515,109.37999999999438
0.275,0.17085233,0.0302868010941838,0.0246718484716658,0.1405655289058162,195.39871673669077,133.46000000009244
0.28,0.17266272,0.0302868010941838,0.0495454334825994,0.1423759189058162,-390.7974334734157,120.63999999995217
0.285,0.17449852,0.0304821998109205,0.0582780941214845,0.1440163201890795,-390.7974334733891,71.06999999997669
0.29,0.17637113,0.0304821998109205,0.0592193125212108,0.1458889301890795,390.7974334734048,63.34000000006051
0.295,0.17828054,0.0304821998109205,0.0926807416179833,0.1477983401890795,586.1961502099912,91.96999999996854
0.3,0.18023908,0.0304821998109205,0.0686964235950128,0.1497568801890795,195.39871673659414,89.65999999993807
0.305,0.18226173,0.0306775985276572,0.0975964962657833,0.15158413147234281,-390.7974334732016,46.420000000075845
0.31,0.18435854,0.0308729972443938,0.0685333554616426,0.1534855427556062,-586.1961502099866,-15.359999999944307
0.315,0.18653175,0.0312637946778672,0.0793083772805655,0.1552679553221328,390.79743347321045,-85.51000000007812
0.32,0.18877593,0.0312637946778672,0.0515191747837398,0.15751213532213282,390.7974334733881,-151.60000000005226
0.325,0.19107524,0.0316545921113405,0.0392982667092421,0.1594206478886595,-586.1961502100222,-199.66999999993985
0.33,0.19340574,0.0320453895448139,0.0252585005986988,0.1613603504551861,8.86757334228605e-12,-231.3799999999217
0.335,0.1957406,0.0322407882615505,0.0254938457796361,0.1634998117384495,195.39871673672312,-245.55000000006595
0.34,0.1980483,0.0326315856950239,0.0116659662101179,0.16541671430497612,-390.7974334734157,-228.8100000000556
0.345,0.20029645,0.0330223831284972,0.0066253960348825,0.16727406687150279,-1.7839035065508115e-11,-184.519999999964
0.35,0.20245806,0.0332177818452339,0.0054397169237614,0.1692402781547661,1.0098233360622544e-10,-136.6900000000348
0.355,0.20451398,0.0336085792787072,0.0050799367639591,0.17090540072129282,-195.39871673670072,-101.96000000000453
0.36,0.2064505,0.0338039779954439,0.0051607596357098,0.1726465220045561,390.79743347321494,-77.24999999993611
0.365,0.2082565,0.0339993767121806,0.0056165538221521,0.17425712328781942,195.39871673681174,-56.960000000004015
0.37,0.20992366,0.0341947754289172,0.0057592972756569,0.17572888457108282,-586.1961502099023,-43.89000000003227
0.375,0.21144676,0.0345855728623906,0.006758384085594,0.1768611871376094,-2.0428103653102865e-10,-33.96999999996058
0.38,0.21282058,0.0345855728623906,0.0074349753147844,0.17823500713760942,781.5948669465809,-18.16000000001634
0.385,0.21404087,0.0347809715791273,0.0081529266056401,0.1792598984208727,1.8651746813702614e-10,-5.150000000071827
