Time_s,Actual_Position_deg,Desired_Position_deg,Position_Error_deg,Jerk_deg_per_s3
0.0,-12.704845814977972,1.0019572911738588,-13.706803106151831,0.0
0.02857142857142857,-12.828193832599117,2.495581353660579,-15.323775186259699,-6285381.729533042
0.05714285714285714,-14.308370044052863,4.566954851814448,-18.875324895867312,4571186.712387665
0.08571428571428572,-16.158590308370044,7.1061963889402655,-23.264786697310306,-1714195.0171453652
0.11428571428571428,-18.748898678414097,10.014128704899207,-28.763027383313304,4571186.712387657
0.14285714285714285,-21.09251101321586,13.201869934574875,-34.294380947790735,-571398.3390484485
0.17142857142857143,-23.312775330396473,16.59036349099187,-39.903138821388346,-1.7359661796945145e-08
0.19999999999999998,-25.409691629955944,20.109861203956875,-45.51955283391282,-4571186.712387666
0.22857142857142856,-28.370044052863435,23.699372735853487,-52.06941678871693,7999576.746678432
0.2571428571428571,-30.466960352422905,27.306092770770537,-57.77305312319345,-10856568.441920716
0.2857142857142857,-34.04405286343612,30.88481603714132,-64.92886890057744,11999365.120017618
0.3142857142857143,-36.51101321585903,34.39734888128487,-70.90836209714391,-1714195.0171453515
0.34285714285714286,-38.23788546255506,37.81192486177774,-76.04981032433281,-5142585.051436165
0.37142857142857144,-40.33480176211454,41.10263068311457,-81.4374324452291,3428390.0342907975
0.39999999999999997,-42.06167400881057,44.24884773107231,-86.31052173988289,-7428178.4076299975
0.42857142857142855,-45.02202643171806,47.234713509965424,-92.25673994168348,12570763.4590661
0.45714285714285713,-46.502202643171806,50.04860641108558,-96.55080905425739,-7999576.746678402
0.4857142857142857,-48.22907488986784,52.68265645886304,-100.91173134873088,2285593.3561938014
0.5142857142857142,-49.709251101321584,55.132283982902244,-104.84153508422384,-2285593.3561938014
0.5428571428571428,-51.43612334801762,57.39576754582293,-108.83189089384054,1142796.6780968676
0.5714285714285714,-53.16299559471366,59.47384191424738,-112.63683750896104,-5713983.390484503
0.6,-56.12334801762114,61.36932638855447,-117.49267440617562,8570975.085726801
0.6285714285714286,-58.4669603524229,63.08678340127896,-121.55374375370185,1714195.0171454006
0.6571428571428571,-59.8237885462555,64.63220694931935,-124.45599549557485,-9713771.763823802
0.6857142857142857,-62.29074889867841,66.02542616148708,-128.31617506016548,10285170.102872267
0.7142857142857143,-63.64757709251101,67.3000409092252,-130.94761800173623,-6856780.068581535
0.7428571428571429,-65.37444933920705,68.53981647508498,-133.91426581429204,3428390.0342908013
0.7714285714285714,-66.73127753303964,69.86849634268981,-136.59977387572945,-2856991.6952423337
0.7999999999999999,-68.33480176211454,71.39747691758738,-139.73227867970192,2856991.6952423654
0.8285714285714285,-69.56828193832598,73.25081341121634,-142.81909534954232,-1142796.6780970641
0.8571428571428571,-70.6784140969163,75.51148008407962,-146.18989418099594,-1142796.6780967356
0.8857142857142857,-71.91189427312774,78.17395185255889,-150.08584612568663,2285593.3561936687
0.9142857142857143,-72.77533039647577,81.174273399676,-153.94960379615176,-2285593.3561937343
0.9428571428571428,-73.76211453744493,84.42702772987592,-158.18914226732085,571398.3390484335
0.9714285714285714,-74.7488986784141,87.85643490495285,-162.60533358336696,-1142796.678096933
1.0,-75.98237885462555,91.39582424011955,-167.37820309474512,3428390.0342907994
1.0285714285714285,-76.72246696035242,94.98707675013854,-171.70954371049095,-3999788.3733392325
1.0571428571428572,-77.83259911894272,98.58004883701749,-176.4126479559602,3999788.373339167
1.0857142857142856,-78.44933920704845,102.13198680832618,-180.5813260153746,-4571186.712387601
1.1142857142857143,-79.55947136563876,105.60694050657708,-185.16641187221583,4571186.712387601
1.1428571428571428,-80.17621145374449,108.97518311693844,-189.15139457068292,-2285593.3561938005
1.1714285714285715,-80.79295154185021,112.21264310306401,-193.00559464491425,-1142796.6780969335
1.2,-81.65638766519824,115.30035319810334,-196.95674086330158,3428390.0342908
1.2285714285714284,-82.02643171806167,118.22392044809528,-200.25035216615694,-3999788.373339234
1.2571428571428571,-82.76651982378854,120.97302046521992,-203.73954028900846,2285593.356193801
1.2857142857142856,-83.38325991189427,123.5409182954038,-206.92417820729807,571398.3390484994
1.3142857142857143,-83.7533039647577,125.92401763462766,-209.67732159938535,-1714195.0171453669
1.3428571428571427,-84.24669603524228,128.12143953665873,-212.36813557190098,1714195.0171453014
1.3714285714285714,-84.49339207048457,130.13463123721826,-214.62802330770282,-1714195.0171453014
1.4,-84.86343612334801,131.96700527099696,-216.83044139434497,571398.3390484338
1.4285714285714286,-85.23348017621144,133.62360867354099,-218.85708884975242,0.0
1.457142857142857,-85.60352422907488,135.11082173490638,-220.71434596398126,571398.3390484338
1.4857142857142858,-85.85022026431717,136.43608550120817,-222.28630576552536,-571398.3390484338
1.5142857142857142,-86.09691629955947,137.60765699894145,-223.70457329850092,571398.3390484995
1.5428571428571427,-86.22026431718061,138.634390980526,-224.8546552977066,-6.572413440153468e-08
1.5714285714285714,-86.22026431718061,139.5255468533837,-225.7458111705643,-571398.3390484337
